--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
#520 (Bug Catcher Sonya)@315170 - Natu Lv5
#521 (Bug Catcher Sonya)@315198 - Quagsire Lv18, Butterfree Lv18, Phanpy Lv20
#522 (Bug Catcher Sonya)@3151C0 - Altaria Lv29, Sableye Lv29, Hypno Lv31
#523 (Bug Catcher Sonya)@3151E8 - Kirlia Lv5
#524 (Bug Catcher Sonya)@315210 - Smeargle Lv18, Politoed Lv18, Shelgon Lv20
#525 (Bug Catcher Sonya)@315238 - Arbok Lv29, Bellsprout Lv29, Jirachi Lv31
#526 (Bug Catcher Sonya)@315260 - Pidgey Lv5
#527 (Bug Catcher Sonya)@315288 - Exploud Lv18, Caterpie Lv18, Marshtomp Lv20
#528 (Bug Catcher Sonya)@3152B0 - Remoraid Lv29, Omanyte Lv29, Sceptile Lv31
#529 (Bug Catcher Anne)@3152D8 - Natu Lv5
#530 (Bug Catcher Anne)@315300 - Delibird Lv18, Jumpluff Lv18, Phanpy Lv20
#531 (Bug Catcher Anne)@315328 - Lombre Lv29, Lairon Lv29, Hypno Lv31
#532 (Bug Catcher Anne)@315350 - Kirlia Lv5
#533 (Bug Catcher Anne)@315378 - Jumpluff Lv18, Nidorina Lv18, Shelgon Lv20
#534 (Bug Catcher Anne)@3153A0 - Voltorb Lv29, Wobbuffet Lv29, Jirachi Lv31
#535 (Bug Catcher Anne)@3153C8 - Pidgey Lv5
#536 (Bug Catcher Anne)@3153F0 - Sableye Lv18, Shuckle Lv18, Marshtomp Lv20
#537 (Bug Catcher Anne)@315418 - Metang Lv29, Dratini Lv29, Sceptile Lv31
#538 (Fisher Kristine)@315440 - Chikorita Lv11, Gulpin Lv11, Seadra Lv11, Persian Lv11, Banette Lv11, Latias Lv11
#539 (Artisan Pansy)@315468 - Sentret Lv27
#540 (Bug Catcher Max)@315490 - Zangoose Lv43, Miltank Lv43
#541 (Fisher Kristine)@3154B8 - Phanpy Lv22, Sunflora Lv22, Rattata Lv22, Plusle Lv22, Metang Lv22, Venonat Lv22
#542 (Fisher Kristine)@3154E0 - Bellsprout Lv25, Aggron Lv25, Snubbull Lv25, Pelipper Lv25, Illumise Lv25, Huntail Lv25
#543 (Fisher Kristine)@315508 - Pidgey Lv28, Lombre Lv28, Sharpedo Lv28, Politoed Lv28, Slaking Lv28, Sandshrew Lv28
#544 (Fisher Kristine)@315530 - Huntail Lv31, Wailord Lv31, Mightyena Lv31, Machamp Lv31, Shiftry Lv31, Sableye Lv31
#545 (Fisher Pansy)@315558 - Camerupt Lv11, Dragonair Lv11, Squirtle Lv11, Absol Lv11, Tauros Lv11, Absol Lv11
#546 (Bug Catcher Jo)@315580 - Gengar Lv43, Mightyena Lv43
#547 (Scribe Alex)@3155A8 - Linoone Lv26
#548 (Fisher Pansy)@3155D0 - Porygon Lv22, Banette Lv22, Remoraid Lv22, Swalot Lv22, Nidorina Lv22, Mew Lv22
#549 (Fisher Pansy)@3155F8 - Bulbasaur Lv25, Unown Lv25, Meditite Lv25, Mantine Lv25, Cubone Lv25, Lickitung Lv25
#550 (Fisher Pansy)@315620 - Slowbro Lv28, Zangoose Lv28, Weepinbell Lv28, Shiftry Lv28, Paras Lv28, Banette Lv28
#551 (Fisher Pansy)@315648 - Luvdisc Lv31, Magneton Lv31, Blaziken Lv31, Grumpig Lv31, Gardevoir Lv31, Breloom Lv31
#552 (Chef Bob)@315670 - Ursaring Lv27
#553 (Chef Wayne)@315698 - Porygon Lv28, Mewtwo Lv28, Exploud Lv28
#554 (Chef Anne)@3156C0 - Swampert Lv39
#555 (Chef Bob)@3156E8 - Mr. Mime Lv31
#556 (Chef Bob)@315710 - Solrock Lv34
#557 (Chef Bob)@315738 - Volbeat Lv37
#558 (Chef Bob)@315760 - Aggron Lv39, Grumpig Lv39
#559 (Chef Ann)@315788 - Slaking Lv26, Entei Lv26
#560 (Chef Joey)@3157B0 - Meditite Lv28, Totodile Lv28, Shedinja Lv28
#561 (Chef Kim)@3157D8 - Delibird Lv38, Fearow Lv38
#562 (Chef Ann)@315800 - Sharpedo Lv30, Sableye Lv30
#563 (Chef Ann)@315828 - Minun Lv33, Typhlosion Lv33
#564 (Chef Ann)@315850 - Sceptile Lv36, Blaziken Lv36
#565 (Chef Ann)@315878 - Electrode Lv39, Sceptile Lv39
#566 (Fan Noelle)@3158A0 - Torkoal Lv21
#567 (Cyclist Marcellus)@3158C8 - Torkoal Lv35, Pinsir Lv35
#568 (Man Cammie)@3158F0 - Charizard Lv31, Medicham Lv31
#569 (Cyclist Kimberley)@315918 - Feraligatr Lv30, Claydol Lv30
#570 (Man Rachel)@315940 - Smoochum Lv22, Pidgeotto Lv22
#571 (Swimmer ♂ Tia)@315968 - Pelipper Lv8, Magcargo Lv8
#572 (Botanist Jimmy)@315990 - Gorebyss Lv13
#573 (Poet Mike)@3159B8 - Nidoran♂ Lv13
#574 (Developer Antoinette)@3159E0 - Tauros Lv13
#575 (Cyclist Mike)@315A08 - Arcanine Lv36
#576 (Champion Jimmy)@315A30 - Illumise Lv34
#577 (Bug Catcher Tia)@315A58 - Swellow Lv32, Glalie Lv32
#578 (Champion Donna)@315A80 - Feraligatr Lv35
#579 (Man Florentino)@315AA8 - Groudon Lv20
#580 (Champion Crystal)@315AD0 - Sneasel Lv34
#581 (Lady Landon)@315AF8 - Hariyama Lv37
#582 (Champion Joey)@315B20 - Dunsparce Lv36
#583 (Cyclist Jasmine)@315B48 - Jumpluff Lv36
#584 (Champion Jo)@315B70 - Wigglytuff Lv36
#585 (Lady Webster)@315B98 - Shedinja Lv36
#586 (Man Ann)@315BC0 - Sandslash Lv31, Jirachi Lv31
#587 (Man Jill)@315BE8 - Rayquaza Lv32
#588 (Man Pansy)@315C10 - Alakazam Lv32
#589 (Man Lillianna)@315C38 - Zangoose Lv32
#590 (Man Thomas)@315C60 - Omastar Lv32
#591 (Lady Antoinette)@315C88 - Jynx Lv36
#592 (Bug Catcher Sonya)@315CB0 - Lugia Lv13, Kirlia Lv15
#593 (Bug Catcher Sonya)@315CD8 - Cloyster Lv13, Natu Lv15
#594 (Ghostwriter Jessica)@315D00 - Absol Lv33, Sudowoodo Lv33
#595 (Fan Jill)@315D28 - Xatu Lv34
#596 (Cyclist Landon)@315D50 - Salamence Lv27, Magnemite Lv27
#597 (Boss Alex)@315D78 - Dunsparce Lv18, Mightyena Lv20, Smeargle Lv22, Miltank Lv22
#598 (Bug Catcher Scott)@315DA0 - Fearow Lv33, Qwilfish Lv33
#599 (Bug Catcher Sonya)@315DC8 - Chimecho Lv13, Pidgey Lv15
#600 (Bug Catcher Anne)@315DF0 - Seedot Lv13, Natu Lv15
#601 (Cooltrainer♀ Jessica)@315E18 - Lunatone Lv37, Zapdos Lv38, Forretress Lv39
#602 (Cooltrainer♀ Jessica)@315E40 - Alakazam Lv24, Quilava Lv24, Jigglypuff Lv25
#603 (Servant Webster)@315E68 - Surskit Lv4, Ludicolo Lv4
#604 (Servant Max)@315E90 - Spoink Lv6, Kangaskhan Lv6
#605 (Servant Scott)@315EB8 - Tyrogue Lv9
#606 (Fan Mike)@315EE0 - Cleffa Lv15, Flygon Lv15, Murkrow Lv15
#607 (Servant Max)@315F08 - Magikarp Lv26, Meowth Lv26
#608 (Servant Max)@315F30 - Seel Lv29, Marill Lv29
#609 (Servant Max)@315F58 - Jirachi Lv32, Tangela Lv32
#610 (Servant Max)@315F80 - Charizard Lv34, Lanturn Lv34, Entei Lv34
#611 (Servant Tristian)@315FA8 - Taillow Lv16
#612 (Servant Malcolm)@315FD0 - Drowzee Lv14, Exploud Lv14, Nidoran♂ Lv14
#613 (Servant Kimberley)@315FF8 - Aipom Lv40
#614 (Servant Thomas)@316020 - Jumpluff Lv39, Jirachi Lv39
#615 (Artisan Marilyn)@316048 - Lapras Lv4, Relicanth Lv4
#616 (Artisan Webster)@316070 - Flareon Lv3, Dratini Lv3, Duskull Lv3, Zapdos Lv3
#617 (Artisan Wellington)@316098 - Clefairy Lv8, Aggron Lv8
#618 (Artisan Pi)@3160C0 - Natu Lv28, Beldum Lv28
#619 (Artisan Mark)@3160E8 - Grovyle Lv25, Zigzagoon Lv25
#620 (Artisan Kim)@316110 - Haunter Lv25
#621 (Artisan Chloe)@316138 - Camerupt Lv6, Pelipper Lv6
#622 (Artisan Chloe)@316160 - Jumpluff Lv27
#623 (Artisan Chloe)@316188 - Suicune Lv29, Delcatty Lv29
#624 (Artisan Chloe)@3161B0 - Misdreavus Lv31, Weezing Lv31, Muk Lv31
#625 (Artisan Chloe)@3161D8 - Umbreon Lv33, Muk Lv33, Ariados Lv33, Kecleon Lv33
#626 (Swimmer ♂ Antoinette)@316200 - Beedrill Lv17, Magby Lv17
#627 (Swimmer ♂ Landon)@316228 - Snorlax Lv16, Tentacool Lv17, Dugtrio Lv16
#628 (Swimmer ♂ Cristiano)@316250 - Ivysaur Lv18, Solrock Lv18
#629 (Swimmer ♂ Jacqueline)@316278 - Squirtle Lv18, Seel Lv18
#630 (Swimmer ♂ Jessica)@3162A0 - Bellossom Lv22, Pichu Lv22, Slowbro Lv22
#631 (Swimmer ♂ Marilyn)@3162C8 - Cloyster Lv8
#632 (Swimmer ♂ Jimmy)@3162F0 - Farfetch’D Lv20, Blastoise Lv20
#633 (Swimmer ♂ Jacqueline)@316318 - Glalie Lv9
#634 (Swimmer ♂ Thomas)@316340 - Ninetales Lv10, Shelgon Lv10
#635 (Swimmer ♂ Thomas)@316368 - Mareep Lv16, Metapod Lv16, Cleffa Lv16
#636 (Swimmer ♂ Landon)@316390 - Voltorb Lv24, Lunatone Lv24, Hoppip Lv24, Heracross Lv24
#637 (Swimmer ♂ Landon)@3163B8 - Noctowl Lv27, Entei Lv27, Seviper Lv27, Aipom Lv27
#638 (Swimmer ♂ Landon)@3163E0 - Chimecho Lv30, Misdreavus Lv30, Raikou Lv30, Metagross Lv30
#639 (Swimmer ♂ Landon)@316408 - Dustox Lv33, Nosepass Lv33, Qwilfish Lv33, Gardevoir Lv33
#640 (Cheerleaders Emma & May)@316430 - Sudowoodo Lv31, Kyogre Lv31
#641 (Cheerleaders Emma&May)@316458 - Xatu Lv45, Luvdisc Lv45
#642 (Cheerleaders Zoe&Kim)@316480 - Dratini Lv25, Slowpoke Lv25
#643 (Cheerleaders Zoe&Kim)@3164A8 - Kangaskhan Lv30, Raichu Lv30
#644 (Cheerleaders Zoe&Kim)@3164D0 - Pidgeot Lv33, Politoed Lv33
#645 (Cheerleaders Zoe&Kim)@3164F8 - Hariyama Lv36, Arbok Lv36
#646 (Cheerleaders Zoe&Kim)@316520 - Gengar Lv39, Slowking Lv39
#647 (Cooltrainer♀ Leo)@316548 - Graveler Lv13
#648 (Bug Catcher Rachel)@316570 - Beldum Lv23
#649 (Poet Zoey)@316598 - Pupitar Lv17, Vibrava Lv17
#650 (Poet Cammie)@3165C0 - Registeel Lv23
#651 (Sailor Veronica)@3165E8 - Cacnea Lv25, Crawdaunt Lv25
#652 (Sailor Marilyn)@316610 - Combusken Lv28, Magnemite Lv28
#653 (Sailor Marshall)@316638 - Venusaur Lv28, Aron Lv28
#654 (Man Crystal)@316660 - Muk Lv29, Charmeleon Lv29
#655 (Schoolboy Jacqueline)@316688 - Girafarig Lv27, Aggron Lv27, Absol Lv27
#656 (Bug Catcher Scarlett)@3166B0 - Hoppip Lv16
#657 (Bug Catcher Scarlett)@3166D8 - Gligar Lv47, Sudowoodo Lv46, Lunatone Lv47, Scizor Lv44, Chimecho Lv48
#658 (Bug Catcher Scarlett)@316700 - Masquerain Lv50, Lugia Lv49, Dunsparce Lv50, Sharpedo Lv47, Sneasel Lv51
#659 (Bug Catcher Scarlett)@316728 - Absol Lv53, Metagross Lv52, Lugia Lv53, Zangoose Lv50, Parasect Lv54
#660 (Bug Catcher Scarlett)@316750 - Regice Lv56, Raichu Lv55, Hitmonlee Lv56, Ursaring Lv53, Gardevoir Lv57
#661 (Bug Catcher Sonya)@316778 - Flareon Lv31, Qwilfish Lv32, Sudowoodo Lv32, Hypno Lv34
#662 (Bug Catcher Sonya)@3167A0 - Hypno Lv31, Spinda Lv32, Politoed Lv32, Jirachi Lv34
#663 (Bug Catcher Sonya)@3167C8 - Xatu Lv31, Electrode Lv32, Arbok Lv32, Sceptile Lv34
#664 (Bug Catcher Anne)@3167F0 - Electrode Lv31, Tauros Lv32, Regirock Lv32, Hypno Lv34
#665 (Bug Catcher Anne)@316818 - Seaking Lv31, Muk Lv32, Venusaur Lv32, Jirachi Lv34
#666 (Bug Catcher Anne)@316840 - Parasect Lv31, Electabuzz Lv32, Sableye Lv32, Sceptile Lv34
#667 (Biker Bob)@316868 - Pelipper Lv30, Umbreon Lv31, Wailord Lv32
#668 (Biker Marilyn)@316890 - Sandslash Lv31, Hariyama Lv34
#669 (Biker Wellington)@3168B8 - Growlithe Lv15, Jolteon Lv25, Hariyama Lv35
#670 (Bug Catcher Ann)@3168E0 - Slowbro Lv34, Arbok Lv34
#671 (Bug Catcher Cristiano)@316908 - Alakazam Lv34, Aerodactyl Lv34
#672 (Developer Leo)@316930 - Gardevoir Lv34
#673 (Biker Bob)@316958 - Nosepass Lv31, Aerodactyl Lv31, Aipom Lv36
#674 (Botanist Mike)@316980 - Bellossom Lv32, Clefable Lv32
#675 (Champion Daniel)@3169A8 - Absol Lv33, Sandslash Lv33
#676 (God Veronica)@3169D0 - Sudowoodo Lv34
#677 (Bro&Sis Kim & Zoe)@3169F8 - Porygon2 Lv19, Blastoise Lv19
#678 (Sr&Jr Kim&Zoe)@316A20 - Snorlax Lv32, Lunatone Lv35
#679 (Sr&Jr Bob&Ann)@316A48 - Huntail Lv18, Hypno Lv20
#680 (Cheerleaders May&Emma)@316A70 - Carvanha Lv27, Abra Lv27
#681 (Young Couple Ally&Cam)@316A98 - Sudowoodo Lv39, Wailord Lv39
#682 (Young Couple Ally&Cam)@316AC0 - Kingler Lv43, Pidgeot Lv43
#683 (Young Couple Ally&Cam)@316AE8 - Exploud Lv46, Raticate Lv46
#684 (Young Couple Ally&Cam)@316B10 - Claydol Lv49, Magneton Lv49
#685 (Young Couple Ally&Cam)@316B38 - Jumpluff Lv52, Porygon2 Lv52
#686 (Sr. & Jr. Emma&May)@316B60 - Sneasel Lv35, Hariyama Lv33
#687 (Sr. & Jr. May & Emma)@316B88 - Snorlax Lv34, Alakazam Lv33
#688 (Sr. & Jr. May & Emma)@316BB0 - Ledian Lv42, Absol Lv40
#689 (Sr. & Jr. May & Emma)@316BD8 - Spinda Lv45, Sceptile Lv43
#690 (Sr. & Jr. May & Emma)@316C00 - Hypno Lv48, Pelipper Lv46
#691 (Sr. & Jr. May & Emma)@316C28 - Lugia Lv51, Fearow Lv49
#692 (Sr. & Jr. Ann & Bob)@316C50 - Venonat Lv27, Magikarp Lv25
#693 (Biker Antoinette)@316C78 - Raticate Lv29, Cleffa Lv20, Gastly Lv26, Mantine Lv23
#694 (Technician Esteban)@316CA0 - Spoink Lv8, Nuzleaf Lv8
#695 (Bug Catcher Bob)@316CC8 - Hitmonchan Lv8, Flaaffy Lv8
#696 (Biker Florentino)@316CF0 - Cleffa Lv9
#697 (Elite Four Veronica)@316D18 - Sandslash Lv13
#698 (Elite Four Malcolm)@316D40 - Dustox Lv12, Furret Lv12
#699 (Servant Kristine)@316D68 - Lotad Lv14, Cloyster Lv14
#700 (Developer Mallorie)@316D90 - Togepi Lv14, Seadra Lv14
#701 (Fan Cristiano)@316DB8 - Nidorino Lv15
#702 (Developer Donna)@316DE0 - Electrode Lv15
#703 (Developer Cammie)@316E08 - Flygon Lv15
#704 (Man Thomas)@316E30 - Clefable Lv19
#705 (Trainer Jimmy)@316E58 - Kakuna Lv18
#706 (Schoolboy Tristian)@316E80 - Kabutops Lv18
#707 (Rich Kid Florentino)@316EA8 - Latias Lv18
#708 (Schoolboy Dudley)@316ED0 - Altaria Lv17, Machop Lv19
#709 (Botanist Mark)@316EF8 - Lotad Lv17, Slowpoke Lv19
#710 (Man Jimmy)@316F20 - Slakoth Lv18, Vileplume Lv18
#711 (Chief Marilyn)@316F48 - Meganium Lv18, Marill Lv18
#712 (Schoolboy Jonathan)@316F70 - Surskit Lv18, Delibird Lv18
#713 (Biker Pansy)@316F98 - Sceptile Lv19
#714 (Schoolboy Tia)@316FC0 - Xatu Lv19
#715 (Rich Boy Crystal)@316FE8 - Seedot Lv14, Wailord Lv14, Flaaffy Lv14
#716 (Man Tristian)@317010 - Sandshrew Lv29
#717 (Man Jasmine)@317038 - Omastar Lv29
#718 (Man Wayne)@317060 - Donphan Lv29
#719 (Man Chloe)@317088 - Abra Lv28, Jumpluff Lv28
#720 (Man Jacqueline)@3170B0 - Diglett Lv28, Anorith Lv28
#721 (Man Jonathan)@3170D8 - Suicune Lv29
#722 (Man Webster)@317100 - Clamperl Lv29
#723 (Man Lawrence)@317128 - Flygon Lv29
#724 (Man Joey)@317150 - Quagsire Lv29
#725 (Man Jill)@317178 - Beautifly Lv29
#726 (Man Zoey)@3171A0 - Sealeo Lv29
#727 (Man Bob)@3171C8 - Mankey Lv29
#728 (Man Jessica)@3171F0 - Larvitar Lv29
#729 (Man Antoinette)@317218 - Jynx Lv29
#730 (Man Landon)@317240 - Golduck Lv29
#731 (Man Esteban)@317268 - Ho-Oh Lv29
#732 (Boss Alex)@317290 - Rapidash Lv26, Venomoth Lv28, Sneasel Lv30, Persian Lv33
#733 (Bug Catcher Jo)@3172B8 - Starmie Lv33, Jumpluff Lv33
#734 (Cooltrainer♀ Jessica)@3172E0 - Ledian Lv42, Hypno Lv43, Ledian Lv44
#735 (Champion Jasmine)@317308 - Feraligatr Lv15
#736 (God Sonya)@317330 - Electrike Lv15
#737 (Scribe Sonya)@317358 - Dustox Lv25, Delcatty Lv25
#738 (Botanist Rachel)@317380 - Horsea Lv25, Camerupt Lv25
#739 (Fan Jasmine)@3173A8 - Meganium Lv26
#740 (Botanist Mark)@3173D0 - Wartortle Lv24, Lickitung Lv24, Shedinja Lv24
#741 (Bug Catcher Dudley)@3173F8 - Medicham Lv24, Pineco Lv24, Gulpin Lv24
#742 (Botanist Florentino)@317420 - Kirlia Lv25, Arbok Lv25
#743 (Schoolboy Alex)@317448 - Hitmontop Lv22, Slowbro Lv22
#744 (Scribe Lawrence)@317470 - Cloyster Lv22, Salamence Lv22
#745 (Man Daniel)@317498 - Swalot Lv22, Heracross Lv22
#746 (Rich Kid Jessica)@3174C0 - Arcanine Lv18, Gloom Lv18
#747 (Trainer Mark)@3174E8 - Magnemite Lv18, Dragonite Lv18
#748 (Fan Kristine)@317510 - Pidgey Lv26, Steelix Lv26
#749 (Sailor Daniel)@317538 - Dewgong Lv26, Taillow Lv26
#750 (Lady Noelle)@317560 - Azumarill Lv26, Vileplume Lv26
#751 (Poet Wellington)@317588 - Metang Lv26, Shedinja Lv26
#752 (Lady Forrest)@3175B0 - Dewgong Lv18, Wingull Lv18
#753 (Swimmer ♂ Anne)@3175D8 - Lairon Lv8, Rapidash Lv8
#754 (Rich Boy Zoey)@317600 - Marill Lv8, Cradily Lv8
#755 (Fan Mark)@317628 - Baltoy Lv17
#756 (Lady Marshall)@317650 - Metang Lv17
#757 (Poet Mia)@317678 - Hypno Lv17
#758 (Ghostwriter Antoinette)@3176A0 - Magmar Lv33, Hypno Lv33
#759 (Developer Jo)@3176C8 - Crawdaunt Lv26
#760 (Rich Kid Pansy)@3176F0 - Azumarill Lv25, Nincada Lv25
#761 (Manager Pi)@317718 - Octillery Lv26
#762 (Bug Catcher Lillianna)@317740 - Feraligatr Lv30
#763 (Poet Pi)@317768 - Bagon Lv28, Porygon2 Lv28
#764 (Fisher Rachel)@317790 - Houndoom Lv29, Espeon Lv29
#765 (Fisher Pansy)@3177B8 - Seedot Lv25, Blissey Lv25, Groudon Lv25, Kangaskhan Lv25, Nosepass Lv25, Grovyle Lv25
#766 (Fisher Anne)@3177E0 - Skitty Lv25, Growlithe Lv25, Meowth Lv25, Seviper Lv25, Gengar Lv25, Surskit Lv25
#767 (Bug Catcher Mia)@317808 - Seadra Lv29, Corphish Lv29
#768 (Bug Catcher Anne)@317830 - Psyduck Lv13, Kirlia Lv15
#769 (Bug Catcher Anne)@317858 - Baltoy Lv13, Pidgey Lv15
#770 (Swimmer ♂ Joey)@317880 - Manectric Lv32, Clefable Lv35, Medicham Lv35, Masquerain Lv37
#771 (Swimmer ♂ Joey)@3178A8 - Plusle Lv37, Meganium Lv37, Jumpluff Lv40, Sneasel Lv40, Poliwrath Lv42
#772 (Swimmer ♂ Joey)@3178D0 - Lickitung Lv42, Regice Lv42, Minun Lv45, Mewtwo Lv45, Regice Lv47
#773 (Swimmer ♂ Joey)@3178F8 - Venusaur Lv47, Sceptile Lv47, Regice Lv47, Cloyster Lv50, Flareon Lv50, Golduck Lv52
#774 (Swimmer ♂ Joey)@317920 - Gardevoir Lv33, Shedinja Lv33, Lickitung Lv35, Dugtrio Lv37
#775 (Swimmer ♂ Joey)@317948 - Sceptile Lv38, Kangaskhan Lv38, Blaziken Lv40, Rayquaza Lv42
#776 (Swimmer ♂ Joey)@317970 - Shiftry Lv40, Lanturn Lv43, Gyarados Lv43, Hypno Lv45, Sceptile Lv47
#777 (Swimmer ♂ Joey)@317998 - Lugia Lv46, Sceptile Lv46, Espeon Lv48, Entei Lv48, Absol Lv50, Miltank Lv52
#778 (Swimmer ♂ Marcellus)@3179C0 - Absol Lv36, Alakazam Lv36, Sceptile Lv38, Tyranitar Lv40
#779 (Swimmer ♂ Marcellus)@3179E8 - Luvdisc Lv39, Zangoose Lv41, Shiftry Lv41, Dragonite Lv43, Rayquaza Lv45
#780 (Swimmer ♂ Marcellus)@317A10 - Tauros Lv44, Magneton Lv46, Ninetales Lv46, Mightyena Lv48, Jumpluff Lv50
#781 (Swimmer ♂ Marcellus)@317A38 - Quagsire Lv50, Masquerain Lv51, Spinda Lv51, Aerodactyl Lv53, Jolteon Lv53, Electabuzz Lv55
#782 (Swimmer ♂ Jimmy)@317A60 - Tentacruel Lv38, Typhlosion Lv36, Mr. Mime Lv38, Masquerain Lv40
#783 (Swimmer ♂ Jimmy)@317A88 - Magmar Lv41, Venusaur Lv43, Sharpedo Lv41, Metagross Lv43, Jynx Lv45
#784 (Swimmer ♂ Jimmy)@317AB0 - Golem Lv46, Huntail Lv46, Sandslash Lv48, Rayquaza Lv46, Tropius Lv48, Scizor Lv50
#785 (Swimmer ♂ Jimmy)@317AD8 - Hitmonchan Lv51, Hypno Lv53, Scizor Lv51, Illumise Lv51, Chimecho Lv53, Raikou Lv55
#786 (Swimmer ♂ Cristiano)@317B00 - Blastoise Lv42, Groudon Lv42, Suicune Lv43, Nidoqueen Lv45
#787 (Swimmer ♂ Cristiano)@317B28 - Flareon Lv47, Jirachi Lv47, Typhlosion Lv45, Claydol Lv48, Bellossom Lv50
#788 (Swimmer ♂ Cristiano)@317B50 - Tentacruel Lv52, Zangoose Lv52, Donphan Lv50, Umbreon Lv53, Hypno Lv55
#789 (Swimmer ♂ Cristiano)@317B78 - Alakazam Lv57, Delcatty Lv57, Moltres Lv55, Huntail Lv57, Charizard Lv58, Electrode Lv60
#790 (Swimmer ♂ Mia)@317BA0 - Steelix Lv40, Farfetch’D Lv38, Regice Lv41, Feraligatr Lv43, Feraligatr Lv45
#791 (Swimmer ♂ Mia)@317BC8 - Lapras Lv43, Wailord Lv43, Blaziken Lv45, Blaziken Lv46, Flareon Lv48, Cloyster Lv50
#792 (Swimmer ♂ Mia)@317BF0 - Masquerain Lv48, Machamp Lv49, Arcanine Lv50, Kecleon Lv51, Flygon Lv53, Mightyena Lv55
#793 (Swimmer ♂ Mia)@317C18 - Victreebel Lv53, Sudowoodo Lv54, Torkoal Lv55, Glalie Lv55, Masquerain Lv58, Gengar Lv60
#794 (Swimmer ♂ Bob&Ann)@317C40 - Spinda Lv48, Skarmory Lv49, Jynx Lv49, Masquerain Lv50, Hitmonchan Lv50
#795 (Swimmer ♂ Bob&Ann)@317C68 - Sableye Lv53, Sandslash Lv53, Camerupt Lv54, Metagross Lv54, Porygon2 Lv55, Ledian Lv55
#796 (Swimmer ♂ Bob&Ann)@317C90 - Sceptile Lv58, Spinda Lv59, Blastoise Lv58, Qwilfish Lv59, Kecleon Lv60, Delibird Lv60
#797 (Swimmer ♂ Bob&Ann)@317CB8 - Omastar Lv63, Mawile Lv64, Victreebel Lv63, Deoxys Lv64, Vileplume Lv65, Exeggutor Lv65
#798 (Swimmer ♂ Lillianna)@317CE0 - Crawdaunt Lv46, Mantine Lv46, Zangoose Lv48, Snorlax Lv48, Espeon Lv51
#799 (Swimmer ♂ Lillianna)@317D08 - Hypno Lv50, Mantine Lv51, Gardevoir Lv53, Wailord Lv53, Alakazam Lv56
#800 (Swimmer ♂ Lillianna)@317D30 - Parasect Lv56, Beautifly Lv58, Pidgeot Lv56, Clefable Lv58, Medicham Lv58, Sceptile Lv61
#801 (Swimmer ♂ Lillianna)@317D58 - Unown Lv61, Beautifly Lv63, Crawdaunt Lv61, Slowking Lv63, Jumpluff Lv63, Scizor Lv66
#802 (Fisher Alex)@317D80 - Slugma Lv17, Carvanha Lv17
#803 (Botanist Mark)@317DA8 - Hitmonchan Lv30
#804 (Bug Catcher Lawrence)@317DD0 - Pinsir Lv77, Luvdisc Lv75, Mightyena Lv76, Machamp Lv76, Omastar Lv76, Ursaring Lv78
#805 (Schoolboy Thomas)@317DF8 - Meditite Lv5
#806 (Sailor Sonya)@317E20 - Barboach Lv5
#807 (Fisher Robin)@317E48 - Murkrow Lv5
#808 (Nurse Chloe)@317E70 - Exeggutor Lv5
#809 (Weightlifter Jo)@317E98 - Solrock Lv5
#810 (Rich Boy Esteban)@317EC0 - Pineco Lv5
#811 (Chief Daniel)@317EE8 - Chikorita Lv5
#812 (Scribe Sonya)@317F10 - Sneasel Lv31, Crawdaunt Lv31
#813 (Scribe Sonya)@317F38 - Dunsparce Lv33, Volbeat Lv33, Absol Lv33
#814 (Scribe Sonya)@317F60 - Delcatty Lv35, Sableye Lv35, Kecleon Lv35
#815 (Scribe Sonya)@317F88 - Miltank Lv37, Shedinja Lv37, Ninjask Lv37
#816 (Botanist Mark)@317FB0 - Scizor Lv30, Lickitung Lv30, Dunsparce Lv30
#817 (Botanist Mark)@317FD8 - Togetic Lv32, Ditto Lv32, Medicham Lv32
#818 (Botanist Mark)@318000 - Mantine Lv34, Armaldo Lv34, Marowak Lv34
#819 (Botanist Mark)@318028 - Spinda Lv36, Hitmonchan Lv36, Sneasel Lv36
#820 (Fan Lawrence)@318050 - Kecleon Lv37, Tropius Lv37
#821 (Fan Lawrence)@318078 - Latios Lv39, Aipom Lv39, Sceptile Lv39
#822 (Fan Lawrence)@3180A0 - Metagross Lv41, Gardevoir Lv41, Regice Lv41
#823 (Fan Lawrence)@3180C8 - Machamp Lv43, Moltres Lv43, Minun Lv43
#824 (Developer Leo)@3180F0 - Politoed Lv37, Sudowoodo Lv37
#825 (Developer Leo)@318118 - Roselia Lv39, Cradily Lv39, Absol Lv39
#826 (Developer Leo)@318140 - Nosepass Lv41, Sableye Lv41, Weezing Lv41
#827 (Developer Leo)@318168 - Sneasel Lv43, Gardevoir Lv43, Kecleon Lv43
#828 (Bug Catcher Mia)@318190 - Xatu Lv35, Nidoking Lv35
#829 (Bug Catcher Mia)@3181B8 - Lanturn Lv37, Spinda Lv37, Sunflora Lv37
#830 (Bug Catcher Mia)@3181E0 - Omastar Lv39, Noctowl Lv39, Altaria Lv39
#831 (Bug Catcher Mia)@318208 - Weezing Lv41, Absol Lv41, Golduck Lv41
